Continent,Region/Country,Variable,Year,Quantity
America,Ecuador,Production,2011.0,0.0
America,Ecuador,Consumption,2012.0,61.0
America,Ecuador,Exports,2012.0,0.0
America,Ecuador,Imports,2012.0,60.0
America,Ecuador,Production,2012.0,0.0
America,Ecuador,Consumption,2013.0,50.0
America,Ecuador,Exports,2013.0,0.0
America,Ecuador,Imports,2013.0,50.0
America,Ecuador,Production,2013.0,0.0
America,Ecuador,Consumption,2014.0,71.0
America,Ecuador,Exports,2014.0,0.0
America,Ecuador,Imports,2014.0,70.0
America,Ecuador,Production,2014.0,0.0
America,Ecuador,Consumption,2015.0,55.0
America,Ecuador,Exports,2015.0,0.0
America,Ecuador,Imports,2015.0,60.0
America,Ecuador,Production,2015.0,0.0
America,Ecuador,Consumption,2016.0,57.0
America,Ecuador,Exports,2016.0,0.0
America,Ecuador,Imports,2016.0,60.0
America,Ecuador,Production,2016.0,0.0
America,Ecuador,Consumption,2017.0,70.0
America,Ecuador,Exports,2017.0,0.0
America,Ecuador,Imports,2017.0,80.0
America,Ecuador,Production,2017.0,0.0
America,Ecuador,Consumption,2018.0,85.0
America,Ecuador,Exports,2018.0,0.0
America,Ecuador,Imports,2018.0,95.0
America,Ecuador,Production,2018.0,0.0
America,Ecuador,Consumption,2019.0,95.0
America,Ecuador,Exports,2019.0,0.0
America,Ecuador,Imports,2019.0,104.0
America,Ecuador,Production,2019.0,0.0
America,Ecuador,Consumption,2020.0,100.0
America,Ecuador,Exports,2020.0,0.0
America,Ecuador,Imports,2020.0,86.0
America,Ecuador,Production,2020.0,0.0
America,Ecuador,Consumption,2021.0,100.0
America,Ecuador,Exports,2021.0,0.0
America,Ecuador,Imports,2021.0,133.0
America,Ecuador,Production,2021.0,0.0
America,Ecuador,Consumption,2022.0,100.0
America,Ecuador,Exports,2022.0,0.0
America,Ecuador,Imports,2022.0,146.0
America,Ecuador,Production,2022.0,0.0
Africa,Egypt,Consumption,1995.0,25.0
Africa,Egypt,Exports,1995.0,0.0
Africa,Egypt,Imports,1995.0,0.0
Africa,Egypt,Production,1995.0,26.0
Africa,Egypt,Consumption,1996.0,26.0
Africa,Egypt,Exports,1996.0,0.0
Africa,Egypt,Imports,1996.0,0.0
Africa,Egypt,Production,1996.0,26.0
Africa,Egypt,Consumption,1997.0,27.0
Africa,Egypt,Exports,1997.0,0.0
Africa,Egypt,Imports,1997.0,0.0
Africa,Egypt,Production,1997.0,27.0
Africa,Egypt,Consumption,1998.0,27.0
Africa,Egypt,Exports,1998.0,0.0
Africa,Egypt,Imports,1998.0,0.0
Africa,Egypt,Production,1998.0,27.0
Africa,Egypt,Consumption,1999.0,28.0
Africa,Egypt,Exports,1999.0,0.0
Africa,Egypt,Imports,1999.0,0.0
Africa,Egypt,Production,1999.0,27.0
Africa,Egypt,Consumption,2000.0,30.0
Africa,Egypt,Exports,2000.0,0.0
Africa,Egypt,Imports,2000.0,0.0
Africa,Egypt,Production,2000.0,30.0
Africa,Egypt,Consumption,2001.0,42.0
Africa,Egypt,Exports,2001.0,0.0
Africa,Egypt,Imports,2001.0,0.0
Africa,Egypt,Production,2001.0,42.0
Africa,Egypt,Consumption,2002.0,42.0
Africa,Egypt,Exports,2002.0,0.0
Africa,Egypt,Imports,2002.0,0.0
Africa,Egypt,Production,2002.0,40.0
Africa,Egypt,Consumption,2003.0,42.0
Africa,Egypt,Exports,2003.0,0.0
Africa,Egypt,Imports,2003.0,0.0
Africa,Egypt,Production,2003.0,56.0
Africa,Egypt,Consumption,2004.0,42.0
Africa,Egypt,Exports,2004.0,0.0
Africa,Egypt,Imports,2004.0,0.0
Africa,Egypt,Production,2004.0,68.0
Africa,Egypt,Consumption,2005.0,42.0
Africa,Egypt,Exports,2005.0,0.0
Africa,Egypt,Imports,2005.0,0.0
Africa,Egypt,Production,2005.0,64.0
Africa,Egypt,Consumption,2006.0,68.0
Africa,Egypt,Exports,2006.0,0.0
Africa,Egypt,Imports,2006.0,0.0
Africa,Egypt,Production,2006.0,68.0
Africa,Egypt,Consumption,2007.0,105.0
Africa,Egypt,Exports,2007.0,0.0
Africa,Egypt,Imports,2007.0,0.0
Africa,Egypt,Production,2007.0,105.0
Africa,Egypt,Consumption,2008.0,143.0
Africa,Egypt,Exports,2008.0,4.0
Africa,Egypt,Imports,2008.0,0.0
Africa,Egypt,Production,2008.0,143.0
Africa,Egypt,Consumption,2009.0,118.0
Africa,Egypt,Exports,2009.0,2.0
Africa,Egypt,Imports,2009.0,0.0
Africa,Egypt,Production,2009.0,118.0
Africa,Egypt,Consumption,2010.0,80.0
Africa,Egypt,Exports,2010.0,0.0
Africa,Egypt,Imports,2010.0,0.0
Africa,Egypt,Production,2010.0,44.0
Africa,Egypt,Consumption,2011.0,44.0
Africa,Egypt,Exports,2011.0,0.0
Africa,Egypt,Imports,2011.0,0.0
Africa,Egypt,Production,2011.0,43.0
Africa,Egypt,Consumption,2012.0,44.0
Africa,Egypt,Exports,2012.0,0.0
Africa,Egypt,Imports,2012.0,0.0
Africa,Egypt,Production,2012.0,45.0
Africa,Egypt,Consumption,2013.0,45.0
Africa,Egypt,Exports,2013.0,0.0
Africa,Egypt,Imports,2013.0,0.0
Africa,Egypt,Production,2013.0,45.0
Africa,Egypt,Consumption,2014.0,47.0
Africa,Egypt,Exports,2014.0,0.0
Africa,Egypt,Imports,2014.0,0.0
Africa,Egypt,Production,2014.0,50.0
Africa,Egypt,Consumption,2015.0,57.0
Africa,Egypt,Exports,2015.0,0.0
Africa,Egypt,Imports,2015.0,0.0
Africa,Egypt,Production,2015.0,59.0
Africa,Egypt,Consumption,2016.0,59.0
Africa,Egypt,Exports,2016.0,0.0
Africa,Egypt,Imports,2016.0,0.0
Africa,Egypt,Production,2016.0,58.0
Africa,Egypt,Consumption,2017.0,59.0
Africa,Egypt,Exports,2017.0,0.0
Africa,Egypt,Imports,2017.0,0.0
Africa,Egypt,Production,2017.0,60.0
Africa,Egypt,Consumption,2018.0,58.0
Africa,Egypt,Exports,2018.0,0.0
Africa,Egypt,Imports,2018.0,0.0
Africa,Egypt,Production,2018.0,57.0
Africa,Egypt,Consumption,2019.0,55.0
Africa,Egypt,Exports,2019.0,0.0
Africa,Egypt,Imports,2019.0,0.0
Africa,Egypt,Production,2019.0,54.0
Africa,Egypt,Consumption,2020.0,55.0
Africa,Egypt,Exports,2020.0,0.0
Africa,Egypt,Imports,2020.0,0.0
Africa,Egypt,Production,2020.0,53.0
Africa,Egypt,Consumption,2021.0,55.0
Africa,Egypt,Exports,2021.0,0.0
Africa,Egypt,Imports,2021.0,0.0
Africa,Egypt,Production,2021.0,48.0
Africa,Egypt,Consumption,2022.0,55.0
Africa,Egypt,Exports,2022.0,0.0
Africa,Egypt,Imports,2022.0,0.0
Africa,Egypt,Production,2022.0,52.0
America,El Salvador,Consumption,1995.0,10.0
America,El Salvador,Exports,1995.0,0.0
America,El Salvador,Imports,1995.0,10.0
America,El Salvador,Production,1995.0,0.0
America,El Salvador,Consumption,1996.0,10.0
America,El Salvador,Exports,1996.0,0.0
America,El Salvador,Imports,1996.0,10.0
America,El Salvador,Production,1996.0,0.0
America,El Salvador,Consumption,1997.0,9.0
America,El Salvador,Exports,1997.0,0.0
America,El Salvador,Imports,1997.0,9.0
America,El Salvador,Production,1997.0,0.0
America,El Salvador,Consumption,1998.0,13.0
America,El Salvador,Exports,1998.0,0.0
America,El Salvador,Imports,1998.0,11.0
America,El Salvador,Production,1998.0,0.0
America,El Salvador,Consumption,1999.0,11.0
America,El Salvador,Exports,1999.0,0.0
America,El Salvador,Imports,1999.0,11.0
America,El Salvador,Production,1999.0,0.0
America,El Salvador,Consumption,2000.0,13.0
America,El Salvador,Exports,2000.0,0.0
America,El Salvador,Imports,2000.0,14.0
America,El Salvador,Production,2000.0,0.0
America,El Salvador,Consumption,2001.0,14.0
America,El Salvador,Exports,2001.0,0.0
America,El Salvador,Imports,2001.0,14.0
America,El Salvador,Production,2001.0,0.0
America,El Salvador,Consumption,2002.0,12.0
America,El Salvador,Exports,2002.0,0.0
America,El Salvador,Imports,2002.0,12.0
America,El Salvador,Production,2002.0,0.0
America,El Salvador,Consumption,2003.0,11.0
America,El Salvador,Exports,2003.0,0.0
America,El Salvador,Imports,2003.0,11.0
America,El Salvador,Production,2003.0,0.0
America,El Salvador,Consumption,2004.0,15.0
America,El Salvador,Exports,2004.0,0.0
America,El Salvador,Imports,2004.0,15.0
America,El Salvador,Production,2004.0,0.0
America,El Salvador,Consumption,2005.0,15.0
America,El Salvador,Exports,2005.0,0.0
America,El Salvador,Imports,2005.0,15.0
America,El Salvador,Production,2005.0,0.0
America,El Salvador,Consumption,2006.0,17.0
America,El Salvador,Exports,2006.0,0.0
America,El Salvador,Imports,2006.0,17.0
America,El Salvador,Production,2006.0,0.0
America,El Salvador,Consumption,2007.0,22.0
America,El Salvador,Exports,2007.0,0.0
America,El Salvador,Imports,2007.0,22.0
America,El Salvador,Production,2007.0,0.0
America,El Salvador,Consumption,2008.0,19.0
America,El Salvador,Exports,2008.0,0.0
America,El Salvador,Imports,2008.0,18.0
America,El Salvador,Production,2008.0,0.0
America,El Salvador,Consumption,2009.0,20.0
America,El Salvador,Exports,2009.0,0.0
America,El Salvador,Imports,2009.0,20.0
America,El Salvador,Production,2009.0,0.0
America,El Salvador,Consumption,2010.0,21.0
America,El Salvador,Exports,2010.0,0.0
America,El Salvador,Imports,2010.0,21.0
America,El Salvador,Production,2010.0,0.0
America,El Salvador,Consumption,2011.0,21.0
America,El Salvador,Exports,2011.0,0.0
America,El Salvador,Imports,2011.0,21.0
America,El Salvador,Production,2011.0,0.0
America,El Salvador,Consumption,2012.0,20.0
America,El Salvador,Exports,2012.0,0.0
America,El Salvador,Imports,2012.0,20.0
America,El Salvador,Production,2012.0,0.0
America,El Salvador,Consumption,2013.0,20.0
America,El Salvador,Exports,2013.0,0.0
America,El Salvador,Imports,2013.0,20.0
America,El Salvador,Production,2013.0,0.0
America,El Salvador,Consumption,2014.0,20.0
America,El Salvador,Exports,2014.0,0.0
America,El Salvador,Imports,2014.0,20.0
America,El Salvador,Production,2014.0,0.0
America,El Salvador,Consumption,2015.0,20.0
America,El Salvador,Exports,2015.0,0.0
America,El Salvador,Imports,2015.0,20.0
America,El Salvador,Production,2015.0,0.0
America,El Salvador,Consumption,2016.0,20.0
America,El Salvador,Exports,2016.0,0.0
America,El Salvador,Imports,2016.0,20.0
America,El Salvador,Production,2016.0,0.0
America,El Salvador,Consumption,2017.0,20.0
America,El Salvador,Exports,2017.0,0.0
America,El Salvador,Imports,2017.0,20.0
America,El Salvador,Production,2017.0,0.0
America,El Salvador,Consumption,2018.0,20.0
America,El Salvador,Exports,2018.0,0.0
America,El Salvador,Imports,2018.0,20.0
America,El Salvador,Production,2018.0,0.0
America,El Salvador,Consumption,2019.0,24.0
America,El Salvador,Exports,2019.0,0.0
America,El Salvador,Imports,2019.0,28.0
America,El Salvador,Production,2019.0,0.0
America,El Salvador,Consumption,2020.0,26.0
America,El Salvador,Exports,2020.0,0.0
America,El Salvador,Imports,2020.0,24.0
America,El Salvador,Production,2020.0,0.0
America,El Salvador,Consumption,2021.0,26.0
America,El Salvador,Exports,2021.0,0.0
America,El Salvador,Imports,2021.0,32.0
America,El Salvador,Production,2021.0,0.0
America,El Salvador,Consumption,2022.0,26.0
America,El Salvador,Exports,2022.0,0.0
America,El Salvador,Imports,2022.0,38.0
America,El Salvador,Production,2022.0,0.0
Africa,Equatorial Guinea,Exports,1995.0,0.0
Africa,Equatorial Guinea,Imports,1995.0,28.0
Africa,Equatorial Guinea,Production,1995.0,0.0
Africa,Equatorial Guinea,Exports,1996.0,0.0
Africa,Equatorial Guinea,Imports,1996.0,11.0
Africa,Equatorial Guinea,Production,1996.0,0.0
Africa,Equatorial Guinea,Exports,1997.0,0.0
Africa,Equatorial Guinea,Imports,1997.0,11.0
Africa,Equatorial Guinea,Production,1997.0,0.0
Africa,Equatorial Guinea,Exports,1998.0,0.0
Africa,Equatorial Guinea,Imports,1998.0,11.0
Africa,Equatorial Guinea,Production,1998.0,0.0
Africa,Equatorial Guinea,Exports,1999.0,0.0
Africa,Equatorial Guinea,Imports,1999.0,11.0
Africa,Equatorial Guinea,Production,1999.0,0.0
Africa,Equatorial Guinea,Exports,2000.0,0.0
Africa,Equatorial Guinea,Imports,2000.0,11.0
Africa,Equatorial Guinea,Production,2000.0,0.0
Africa,Equatorial Guinea,Exports,2001.0,0.0
Africa,Equatorial Guinea,Imports,2001.0,11.0
Africa,Equatorial Guinea,Production,2001.0,0.0
Africa,Equatorial Guinea,Exports,2002.0,0.0
Africa,Equatorial Guinea,Imports,2002.0,124.0
Africa,Equatorial Guinea,Production,2002.0,0.0
Africa,Equatorial Guinea,Exports,2003.0,0.0
Africa,Equatorial Guinea,Imports,2003.0,129.0
Africa,Equatorial Guinea,Production,2003.0,0.0
Africa,Equatorial Guinea,Exports,2004.0,0.0
Africa,Equatorial Guinea,Imports,2004.0,137.0
Africa,Equatorial Guinea,Production,2004.0,0.0
Africa,Equatorial Guinea,Exports,2005.0,0.0
Africa,Equatorial Guinea,Imports,2005.0,106.0
Africa,Equatorial Guinea,Production,2005.0,0.0
Africa,Equatorial Guinea,Exports,2006.0,0.0
Africa,Equatorial Guinea,Imports,2006.0,120.0
Africa,Equatorial Guinea,Production,2006.0,0.0
Africa,Equatorial Guinea,Exports,2007.0,0.0
Africa,Equatorial Guinea,Imports,2007.0,107.0
Africa,Equatorial Guinea,Production,2007.0,0.0
Africa,Equatorial Guinea,Exports,2008.0,0.0
Africa,Equatorial Guinea,Imports,2008.0,133.0
Africa,Equatorial Guinea,Production,2008.0,0.0
Africa,Equatorial Guinea,Exports,2009.0,0.0
Africa,Equatorial Guinea,Imports,2009.0,117.0
Africa,Equatorial Guinea,Production,2009.0,0.0
Africa,Equatorial Guinea,Exports,2010.0,0.0
Africa,Equatorial Guinea,Imports,2010.0,123.0
Africa,Equatorial Guinea,Production,2010.0,0.0
Africa,Equatorial Guinea,Exports,2011.0,0.0
Africa,Equatorial Guinea,Imports,2011.0,117.0
Africa,Equatorial Guinea,Production,2011.0,0.0
Africa,Equatorial Guinea,Exports,2012.0,0.0
Africa,Equatorial Guinea,Imports,2012.0,127.0
Africa,Equatorial Guinea,Production,2012.0,0.0
Africa,Equatorial Guinea,Exports,2013.0,0.0
Africa,Equatorial Guinea,Imports,2013.0,55.0
Africa,Equatorial Guinea,Production,2013.0,0.0
Africa,Equatorial Guinea,Exports,2014.0,0.0
Africa,Equatorial Guinea,Imports,2014.0,72.0
Africa,Equatorial Guinea,Production,2014.0,0.0
Africa,Equatorial Guinea,Exports,2015.0,0.0
Africa,Equatorial Guinea,Imports,2015.0,67.0
Africa,Equatorial Guinea,Production,2015.0,0.0
Africa,Equatorial Guinea,Exports,2016.0,0.0
Africa,Equatorial Guinea,Imports,2016.0,67.0
Africa,Equatorial Guinea,Production,2016.0,0.0
Africa,Equatorial Guinea,Exports,2017.0,2.0
Africa,Equatorial Guinea,Imports,2017.0,75.0
Africa,Equatorial Guinea,Production,2017.0,0.0
Africa,Equatorial Guinea,Exports,2018.0,50.0
Africa,Equatorial Guinea,Imports,2018.0,63.0
Africa,Equatorial Guinea,Production,2018.0,0.0
Africa,Equatorial Guinea,Exports,2019.0,3.0
Africa,Equatorial Guinea,Imports,2019.0,78.0
Africa,Equatorial Guinea,Production,2019.0,0.0
Africa,Equatorial Guinea,Exports,2020.0,95.0
Africa,Equatorial Guinea,Imports,2020.0,80.0
Africa,Equatorial Guinea,Production,2020.0,0.0
Africa,Equatorial Guinea,Exports,2021.0,1.0
Africa,Equatorial Guinea,Imports,2021.0,57.0
Africa,Equatorial Guinea,Production,2021.0,0.0
Africa,Equatorial Guinea,Exports,2022.0,1.0
Africa,Equatorial Guinea,Production,2022.0,0.0
Africa,Eritrea,Production,1995.0,0.0
Africa,Eritrea,Production,1996.0,0.0
Africa,Eritrea,Production,1997.0,0.0
Africa,Eritrea,Production,1998.0,0.0
Africa,Eritrea,Production,1999.0,0.0
Africa,Eritrea,Production,2000.0,0.0
Africa,Eritrea,Production,2001.0,0.0
Africa,Eritrea,Production,2002.0,0.0
Africa,Eritrea,Production,2003.0,0.0
Africa,Eritrea,Production,2004.0,0.0
Africa,Eritrea,Production,2005.0,0.0
Africa,Eritrea,Production,2006.0,0.0
Africa,Eritrea,Production,2007.0,0.0
Africa,Eritrea,Production,2008.0,0.0
Africa,Eritrea,Production,2009.0,0.0
Africa,Eritrea,Production,2010.0,0.0
Africa,Eritrea,Production,2011.0,0.0
Africa,Eritrea,Production,2012.0,0.0
Africa,Eritrea,Production,2013.0,0.0
Africa,Eritrea,Production,2014.0,0.0
Africa,Eritrea,Production,2015.0,0.0
Africa,Eritrea,Production,2016.0,0.0
Africa,Eritrea,Production,2017.0,0.0
Africa,Eritrea,Production,2018.0,0.0
Africa,Eritrea,Production,2019.0,0.0
Africa,Eritrea,Production,2020.0,0.0
Africa,Eritrea,Production,2021.0,0.0
Africa,Eritrea,Production,2022.0,0.0
Europe,Estonia,Consumption,1995.0,55.0
Europe,Estonia,Exports,1995.0,5.0
Europe,Estonia,Imports,1995.0,49.0
Europe,Estonia,Production,1995.0,14.0
Europe,Estonia,Consumption,1996.0,78.0
Europe,Estonia,Exports,1996.0,4.0
Europe,Estonia,Imports,1996.0,43.0
Europe,Estonia,Production,1996.0,22.0
Europe,Estonia,Consumption,1997.0,92.0
Europe,Estonia,Exports,1997.0,0.0
Europe,Estonia,Imports,1997.0,65.0
Europe,Estonia,Production,1997.0,22.0
Europe,Estonia,Consumption,1998.0,104.0
Europe,Estonia,Exports,1998.0,1.0
Europe,Estonia,Imports,1998.0,73.0
Europe,Estonia,Production,1998.0,31.0
Europe,Estonia,Consumption,1999.0,91.0
Europe,Estonia,Exports,1999.0,1.0
Europe,Estonia,Imports,1999.0,68.0
Europe,Estonia,Production,1999.0,24.0
Europe,Estonia,Consumption,2000.0,104.0
Europe,Estonia,Exports,2000.0,2.0
Europe,Estonia,Imports,2000.0,73.0
Europe,Estonia,Production,2000.0,33.0
Europe,Estonia,Consumption,2001.0,97.0
Europe,Estonia,Exports,2001.0,1.0
Europe,Estonia,Imports,2001.0,68.0
Europe,Estonia,Production,2001.0,30.0
Europe,Estonia,Consumption,2002.0,80.0
Europe,Estonia,Exports,2002.0,1.0
Europe,Estonia,Imports,2002.0,81.0
Europe,Estonia,Production,2002.0,20.0
Europe,Estonia,Consumption,2003.0,83.0
Europe,Estonia,Exports,2003.0,5.0
Europe,Estonia,Imports,2003.0,88.0
Europe,Estonia,Production,2003.0,20.0
Europe,Estonia,Consumption,2004.0,102.0
Europe,Estonia,Exports,2004.0,5.0
Europe,Estonia,Imports,2004.0,107.0
Europe,Estonia,Production,2004.0,20.0
Europe,Estonia,Consumption,2005.0,110.0
Europe,Estonia,Exports,2005.0,13.0
Europe,Estonia,Imports,2005.0,128.0
Europe,Estonia,Production,2005.0,20.0
Europe,Estonia,Consumption,2006.0,106.0
Europe,Estonia,Exports,2006.0,34.0
Europe,Estonia,Imports,2006.0,134.0
Europe,Estonia,Production,2006.0,10.0
Europe,Estonia,Consumption,2007.0,116.0
Europe,Estonia,Exports,2007.0,45.0
Europe,Estonia,Imports,2007.0,158.0
Europe,Estonia,Production,2007.0,10.0
Europe,Estonia,Consumption,2008.0,146.0
Europe,Estonia,Exports,2008.0,35.0
Europe,Estonia,Imports,2008.0,173.0
Europe,Estonia,Production,2008.0,10.0
Europe,Estonia,Consumption,2009.0,142.0
Europe,Estonia,Exports,2009.0,45.0
Europe,Estonia,Imports,2009.0,172.0
Europe,Estonia,Production,2009.0,10.0
Europe,Estonia,Consumption,2010.0,156.0
Europe,Estonia,Exports,2010.0,52.0
Europe,Estonia,Imports,2010.0,200.0
Europe,Estonia,Production,2010.0,28.0
Europe,Estonia,Consumption,2011.0,202.0
Europe,Estonia,Exports,2011.0,56.0
Europe,Estonia,Imports,2011.0,221.0
Europe,Estonia,Production,2011.0,64.0
Europe,Estonia,Consumption,2012.0,253.0
Europe,Estonia,Exports,2012.0,46.0
Europe,Estonia,Imports,2012.0,226.0
Europe,Estonia,Production,2012.0,96.0
Europe,Estonia,Consumption,2013.0,290.0
Europe,Estonia,Exports,2013.0,40.0
Europe,Estonia,Imports,2013.0,238.0
Europe,Estonia,Production,2013.0,107.0
Europe,Estonia,Consumption,2014.0,307.0
Europe,Estonia,Exports,2014.0,35.0
Europe,Estonia,Imports,2014.0,233.0
Europe,Estonia,Production,2014.0,111.0
Europe,Estonia,Consumption,2015.0,310.0
Europe,Estonia,Exports,2015.0,32.0
Europe,Estonia,Imports,2015.0,229.0
Europe,Estonia,Production,2015.0,115.0
Europe,Estonia,Consumption,2016.0,312.0
Europe,Estonia,Exports,2016.0,49.0
Europe,Estonia,Imports,2016.0,252.0
Europe,Estonia,Production,2016.0,110.0
Europe,Estonia,Consumption,2017.0,302.0
Europe,Estonia,Exports,2017.0,64.0
Europe,Estonia,Imports,2017.0,244.0
Europe,Estonia,Production,2017.0,110.0
Europe,Estonia,Consumption,2018.0,283.0
Europe,Estonia,Exports,2018.0,60.0
Europe,Estonia,Imports,2018.0,226.0
Europe,Estonia,Production,2018.0,110.0
Europe,Estonia,Consumption,2019.0,278.0
Europe,Estonia,Exports,2019.0,55.0
Europe,Estonia,Imports,2019.0,225.0
Europe,Estonia,Production,2019.0,110.0
Europe,Estonia,Consumption,2020.0,277.0
Europe,Estonia,Exports,2020.0,38.0
Europe,Estonia,Imports,2020.0,201.0
Europe,Estonia,Production,2020.0,110.0
Europe,Estonia,Consumption,2021.0,277.0
Europe,Estonia,Exports,2021.0,50.0
Europe,Estonia,Imports,2021.0,222.0
Europe,Estonia,Production,2021.0,110.0
Europe,Estonia,Consumption,2022.0,277.0
Europe,Estonia,Exports,2022.0,51.0
Europe,Estonia,Imports,2022.0,235.0
Europe,Estonia,Production,2022.0,110.0
Africa,Eswatini,Consumption,1995.0,0.0
Africa,Eswatini,Exports,1995.0,0.0
Africa,Eswatini,Imports,1995.0,0.0
Africa,Eswatini,Production,1995.0,0.0
Africa,Eswatini,Consumption,1996.0,0.0
Africa,Eswatini,Exports,1996.0,0.0
Africa,Eswatini,Imports,1996.0,0.0
Africa,Eswatini,Production,1996.0,0.0
Africa,Eswatini,Consumption,1997.0,49.0
Africa,Eswatini,Exports,1997.0,1.0
Africa,Eswatini,Imports,1997.0,51.0
Africa,Eswatini,Production,1997.0,0.0
Africa,Eswatini,Consumption,1998.0,33.0
Africa,Eswatini,Exports,1998.0,1.0
Africa,Eswatini,Imports,1998.0,34.0
Africa,Eswatini,Production,1998.0,0.0
Africa,Eswatini,Consumption,1999.0,52.0
Africa,Eswatini,Exports,1999.0,2.0
Africa,Eswatini,Imports,1999.0,54.0
Africa,Eswatini,Production,1999.0,0.0
Africa,Eswatini,Consumption,2000.0,30.0
Africa,Eswatini,Exports,2000.0,1.0
Africa,Eswatini,Imports,2000.0,31.0
Africa,Eswatini,Production,2000.0,0.0
Africa,Eswatini,Consumption,2001.0,75.0
Africa,Eswatini,Exports,2001.0,6.0
Africa,Eswatini,Imports,2001.0,86.0
Africa,Eswatini,Production,2001.0,0.0
Africa,Eswatini,Consumption,2002.0,3.0
Africa,Eswatini,Exports,2002.0,5.0
Africa,Eswatini,Imports,2002.0,48.0
Africa,Eswatini,Production,2002.0,0.0
Africa,Eswatini,Consumption,2003.0,3.0
Africa,Eswatini,Exports,2003.0,0.0
Africa,Eswatini,Imports,2003.0,3.0
Africa,Eswatini,Production,2003.0,0.0
Africa,Eswatini,Consumption,2004.0,1.0
Africa,Eswatini,Exports,2004.0,0.0
Africa,Eswatini,Imports,2004.0,1.0
Africa,Eswatini,Production,2004.0,0.0
Africa,Eswatini,Consumption,2005.0,11.0
Africa,Eswatini,Exports,2005.0,7.0
Africa,Eswatini,Imports,2005.0,19.0
Africa,Eswatini,Production,2005.0,0.0
Africa,Eswatini,Consumption,2006.0,24.0
Africa,Eswatini,Exports,2006.0,1.0
Africa,Eswatini,Imports,2006.0,25.0
Africa,Eswatini,Production,2006.0,0.0
Africa,Eswatini,Consumption,2007.0,18.0
Africa,Eswatini,Exports,2007.0,0.0
Africa,Eswatini,Imports,2007.0,18.0
Africa,Eswatini,Production,2007.0,0.0
Africa,Eswatini,Consumption,2008.0,1.0
Africa,Eswatini,Exports,2008.0,0.0
Africa,Eswatini,Imports,2008.0,2.0
Africa,Eswatini,Production,2008.0,0.0
Africa,Eswatini,Consumption,2009.0,2.0
Africa,Eswatini,Exports,2009.0,0.0
Africa,Eswatini,Imports,2009.0,2.0
Africa,Eswatini,Production,2009.0,0.0
Africa,Eswatini,Consumption,2010.0,3.0
Africa,Eswatini,Exports,2010.0,0.0
Africa,Eswatini,Imports,2010.0,3.0
Africa,Eswatini,Production,2010.0,0.0
Africa,Eswatini,Consumption,2011.0,4.0
Africa,Eswatini,Exports,2011.0,0.0
Africa,Eswatini,Imports,2011.0,4.0
Africa,Eswatini,Production,2011.0,0.0
Africa,Eswatini,Consumption,2012.0,12.0
Africa,Eswatini,Exports,2012.0,2.0
Africa,Eswatini,Imports,2012.0,4.0
Africa,Eswatini,Production,2012.0,0.0
Africa,Eswatini,Consumption,2013.0,26.0
Africa,Eswatini,Exports,2013.0,5.0
Africa,Eswatini,Imports,2013.0,0.0
Africa,Eswatini,Production,2013.0,0.0
Africa,Eswatini,Consumption,2014.0,22.0
Africa,Eswatini,Exports,2014.0,4.0
Africa,Eswatini,Imports,2014.0,0.0
Africa,Eswatini,Production,2014.0,0.0
Africa,Eswatini,Consumption,2015.0,19.0
Africa,Eswatini,Exports,2015.0,12.0
Africa,Eswatini,Imports,2015.0,0.0
Africa,Eswatini,Production,2015.0,0.0
Africa,Eswatini,Consumption,2016.0,17.0
Africa,Eswatini,Exports,2016.0,2.0
Africa,Eswatini,Imports,2016.0,0.0
Africa,Eswatini,Production,2016.0,0.0
Africa,Eswatini,Consumption,2017.0,23.0
Africa,Eswatini,Exports,2017.0,1.0
Africa,Eswatini,Imports,2017.0,0.0
Africa,Eswatini,Production,2017.0,0.0
Africa,Eswatini,Consumption,2018.0,34.0
Africa,Eswatini,Exports,2018.0,1.0
Africa,Eswatini,Imports,2018.0,0.0
Africa,Eswatini,Production,2018.0,0.0
Africa,Eswatini,Consumption,2019.0,20.0
Africa,Eswatini,Exports,2019.0,3.0
Africa,Eswatini,Imports,2019.0,0.0
Africa,Eswatini,Production,2019.0,0.0
Africa,Eswatini,Consumption,2020.0,20.0
Africa,Eswatini,Exports,2020.0,11.0
Africa,Eswatini,Imports,2020.0,32.0
Africa,Eswatini,Production,2020.0,0.0
Africa,Eswatini,Consumption,2021.0,4.0
Africa,Eswatini,Exports,2021.0,8.0
Africa,Eswatini,Imports,2021.0,36.0
Africa,Eswatini,Production,2021.0,0.0
Africa,Eswatini,Consumption,2022.0,4.0
Africa,Eswatini,Exports,2022.0,8.0
Africa,Eswatini,Imports,2022.0,36.0
Africa,Eswatini,Production,2022.0,0.0
Africa,Ethiopia,Consumption,1995.0,11.0
Africa,Ethiopia,Exports,1995.0,0.0
Africa,Ethiopia,Imports,1995.0,1.0
Africa,Ethiopia,Production,1995.0,10.0
Africa,Ethiopia,Consumption,1996.0,11.0
Africa,Ethiopia,Exports,1996.0,0.0
Africa,Ethiopia,Imports,1996.0,1.0
Africa,Ethiopia,Production,1996.0,10.0
Africa,Ethiopia,Consumption,1997.0,11.0
Africa,Ethiopia,Exports,1997.0,0.0
Africa,Ethiopia,Imports,1997.0,1.0
Africa,Ethiopia,Production,1997.0,10.0
Africa,Ethiopia,Consumption,1998.0,17.0
Africa,Ethiopia,Exports,1998.0,0.0
